Class_A,Class_B,Class_C,Class_D,Class_E,Class_F,Class_G,Class_H,Largest_Spot,Spot_Dist_X,Spot_Dist_O,Spot_Dist_I,Spot_Dist_C,Activity,Evolution,Flate_Activity,Hist_Complex,Suns_Disk,Area,Largest_Area,C_Class,M_Class,X_Class
0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,2,2,1,1,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1,1,2,1,1,1,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,2,3,1,1,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,2,3,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,4,1,0,0,0,1,3,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,4,1,0,0,0,1,3,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,4,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,4,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,3,1,2,2,1,1,2,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,2,0,1,0,0,1,2,1,1,2,1,1,1,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,3,1,1,2,1,1,0,1,0
0,0,1,0,0,0,0,0,4,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,3,1,2,2,1,1,3,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,2,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,3,1,2,2,1,1,0,1,0
0,0,1,0,0,0,0,0,4,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,1,1,1,2,0,0
0,0,0,1,0,0,0,0,5,0,1,0,0,1,3,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,2,0,1,0,0,2,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,2,2,2,2,2,1,1,1,1,0
0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,3,0,0
0,0,0,0,0,1,0,0,4,0,0,1,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,1,0,0,0,3,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,2,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,2,2,3,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,1,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,2,3,1,1,2,1,1,3,0,0
0,0,1,0,0,0,0,0,4,0,1,0,0,1,3,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,2,2,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,6,0,0,1,0,2,3,1,2,2,1,1,2,0,0
0,0,0,0,1,0,0,0,4,0,0,1,0,1,3,1,2,2,1,1,3,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,1,1,1,0,0,0
0,0,1,0,0,0,0,0,2,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,2,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,6,0,0,1,0,2,3,1,2,2,1,1,0,0,0
0,0,0,0,1,0,0,0,4,0,0,1,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,2,1,1,1,0,0,0
0,0,1,0,0,0,0,0,2,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,1,2,1,1,1,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,2,2,1,2,2,1,1,1,0,0
0,0,0,1,0,0,0,0,3,0,0,1,0,2,3,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,1,1,1,0,0,0
0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,2,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,2,2,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,2,1,2,2,1,1,3,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,1,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,1,0,0,0,3,0,1,0,0,2,3,3,1,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,6,0,0,1,0,2,2,1,2,2,1,1,3,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,2,1,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,3,1,1,2,1,1,1,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,2,2,2,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,2,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,6,0,0,1,0,2,2,1,2,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,2,1,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,3,1,2,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,2,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,1,0,0,0,4,0,1,0,0,1,2,1,2,2,1,1,0,1,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,1,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,2,1,1,1,0,0,0
0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,1,0,0,0,4,0,0,0,1,2,2,1,2,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,1,0,0,0,3,0,0,1,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,0,1,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,4,0,1,0,0,2,2,3,2,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,3,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,1,1,1,0,0,0
0,0,0,0,0,0,0,1,2,1,0,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,1,0,0,0,4,0,0,1,0,1,2,1,2,2,1,1,0,0,0
0,0,0,1,0,0,0,0,6,0,0,1,0,1,3,1,2,2,1,1,1,0,0
0,0,0,1,0,0,0,0,4,0,1,0,0,1,3,1,2,2,1,1,0,0,0
0,0,0,0,1,0,0,0,6,0,0,1,0,1,3,1,2,2,2,1,0,0,0
0,0,0,1,0,0,0,0,6,0,0,1,0,1,3,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,2,1,0,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,4,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,2,1,1,1,0,0,0
0,0,0,1,0,0,0,0,6,0,0,1,0,2,2,1,2,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,1,0,0,0,6,0,0,1,0,1,2,1,2,2,1,1,1,0,0
0,0,0,1,0,0,0,0,6,0,0,1,0,1,3,1,2,2,1,1,1,0,0
0,0,0,0,0,0,0,1,2,1,0,0,0,1,3,1,1,2,1,1,1,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,2,1,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,1,0,0,6,0,0,0,1,1,2,1,2,2,2,1,0,1,1
0,0,0,0,1,0,0,0,6,0,0,0,1,2,3,1,2,2,2,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,3,1,1,2,1,1,0,2,0
0,0,1,0,0,0,0,0,2,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,1,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,2,1,2,2,1,1,1,0,0
0,0,0,0,1,0,0,0,6,0,0,0,1,2,2,3,2,2,2,1,0,0,0
0,0,0,0,0,1,0,0,6,0,0,0,1,1,3,1,2,2,2,1,0,0,0
0,0,0,1,0,0,0,0,6,0,0,0,1,2,3,1,2,2,2,1,1,3,2
0,0,1,0,0,0,0,0,3,0,0,1,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,1,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,1,1,2,2,1,1,0,0,0
0,0,0,0,1,0,0,0,6,0,0,0,1,2,3,3,2,2,2,1,1,0,1
0,0,0,0,0,1,0,0,6,0,0,1,0,1,2,1,2,2,2,1,0,0,0
0,0,0,0,1,0,0,0,6,0,0,0,1,2,3,3,2,2,2,1,0,5,1
0,0,1,0,0,0,0,0,2,0,0,1,0,1,2,1,1,2,1,1,0,0,0
0,1,0,0,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,1,0,0,1,3,1,2,2,1,1,1,0,0
0,0,1,0,0,0,0,0,2,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,2,2,1,2,2,1,1,0,0,0
0,0,0,0,1,0,0,0,6,0,0,0,1,2,2,3,2,2,2,1,2,2,0
0,0,0,0,1,0,0,0,6,0,0,1,0,1,3,1,2,2,2,1,1,0,0
0,0,0,0,1,0,0,0,6,0,0,0,1,2,2,3,2,2,2,1,0,0,0
0,1,0,0,0,0,0,0,3,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,1,0,0,0,4,0,0,1,0,1,3,1,2,2,1,1,0,0,0
0,0,0,1,0,0,0,0,2,0,0,1,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,2,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,2,2,1,1,0,0,0
0,0,0,0,1,0,0,0,6,0,0,0,1,2,2,2,2,2,2,1,4,0,0
0,0,0,0,1,0,0,0,4,0,0,1,0,1,2,1,2,2,1,1,3,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,1,0,0,0,4,0,1,0,0,2,2,1,2,2,1,1,0,0,0
0,0,0,1,0,0,0,0,2,0,0,1,0,1,3,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,2,1,0,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,0,0,1,0,0,0,6,0,0,0,1,2,2,2,2,2,2,1,0,0,0
0,0,0,0,0,1,0,0,3,0,0,1,0,2,2,1,2,2,1,1,2,0,0
0,0,0,1,0,0,0,0,3,0,0,1,0,1,3,1,1,2,1,1,1,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,3,1,2,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,4,1,0,0,0,1,3,1,1,1,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,2,1,1,1,0,0,0
0,0,0,0,1,0,0,0,6,0,0,0,1,2,3,1,2,2,2,1,2,1,0
0,0,0,0,0,1,0,0,4,0,0,1,0,2,2,1,2,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,4,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,1,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,5,0,1,0,0,1,3,1,2,2,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,2,1,0
0,0,0,0,1,0,0,0,6,0,0,0,1,2,2,1,2,2,1,1,0,0,0
0,0,0,0,0,1,0,0,4,0,0,1,0,1,2,1,2,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,1,1,1,2,2,1,1,1,1,0
0,0,0,0,0,0,0,1,4,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,5,0,1,0,0,1,3,1,2,2,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,1,2,2,1,1,0,0,0
0,0,0,0,0,1,0,0,3,0,0,1,0,1,3,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,1,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,0,1,0,1,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,5,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,1,0,0,0,0,2,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,4,0,0,1,0,2,3,2,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,1,0,0,0,0,0,2,0,1,0,0,1,3,1,1,2,1,1,1,0,0
0,0,1,0,0,0,0,0,2,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,5,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,1,0,0,0,4,0,0,1,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,1,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,3,1,2,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,2,1,1,0,0,0
0,0,0,0,1,0,0,0,4,0,1,0,0,1,2,1,2,2,1,1,4,1,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,3,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,1,0,0
0,0,0,1,0,0,0,0,5,0,1,0,0,1,3,1,2,2,1,1,0,0,0
0,0,0,0,1,0,0,0,4,0,0,1,0,2,2,1,2,2,1,1,0,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,2,1,1,1,0,0
0,0,0,1,0,0,0,0,3,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,2,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,2,2,1,1,2,1,1,0,0,0
0,0,0,1,0,0,0,0,2,0,1,0,0,1,3,1,1,2,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,1,3,1,0,0,0,2,2,1,1,2,1,1,0,0,0
0,0,1,0,0,0,0,0,3,0,1,0,0,1,2,1,2,2,1,1,0,0,0
0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,1,2,1,1,0,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,2,1,1,0,0,0
